location,name,description,start,duration,eventId
poster2505,Multimodal neural correlates of childhood psychopathology,"Valeria Kebets, Abstract 2505",1624370400,60,poster2505AmericasEurope
poster2505,Multimodal neural correlates of childhood psychopathology,"Valeria Kebets, Abstract 2505",1624312800,60,poster2505AmericasAsia
poster2505,Multimodal neural correlates of childhood psychopathology,"Valeria Kebets, Abstract 2505",1624514400,120,poster2505EuropeAsia
poster2526,Multi-Site MRI Harmonization using Unified Generative Adversarial Networks,"Mengting Liu, Abstract 2526",1624543200,60,poster2526AmericasEurope
poster2526,Multi-Site MRI Harmonization using Unified Generative Adversarial Networks,"Mengting Liu, Abstract 2526",1624658400,60,poster2526AmericasAsia
poster2526,Multi-Site MRI Harmonization using Unified Generative Adversarial Networks,"Mengting Liu, Abstract 2526",1624341600,120,poster2526EuropeAsia
poster1110,Myelination Measurement in Early Brain Development with Quantitative MRI,"Masaya Misaki, Abstract 1110",1624543200,60,poster1110AmericasEurope
poster1110,Myelination Measurement in Early Brain Development with Quantitative MRI,"Masaya Misaki, Abstract 1110",1624485600,60,poster1110AmericasAsia
poster1110,Myelination Measurement in Early Brain Development with Quantitative MRI,"Masaya Misaki, Abstract 1110",1624341600,120,poster1110EuropeAsia
poster2382,Network Modeling of Sex Differences in Brain Integrity and Metabolic Health,"Janelle Foret, Abstract 2382",1624629600,60,poster2382AmericasEurope
poster2382,Network Modeling of Sex Differences in Brain Integrity and Metabolic Health,"Janelle Foret, Abstract 2382",1624572000,60,poster2382AmericasAsia
poster2382,Network Modeling of Sex Differences in Brain Integrity and Metabolic Health,"Janelle Foret, Abstract 2382",1624341600,120,poster2382EuropeAsia
poster2106,Neural Variability of Crosstalk Effects in Dual-Tasking and Its Modulation by Age,"Lya Paas Oliveros, Abstract 2106",1624370400,60,poster2106AmericasEurope
poster2106,Neural Variability of Crosstalk Effects in Dual-Tasking and Its Modulation by Age,"Lya Paas Oliveros, Abstract 2106",1624658400,60,poster2106AmericasAsia
poster2106,Neural Variability of Crosstalk Effects in Dual-Tasking and Its Modulation by Age,"Lya Paas Oliveros, Abstract 2106",1624514400,120,poster2106EuropeAsia
poster2151,Neuroimaging-based Prediction of Cognition and Behavior for Mental Disorders and Health,"Rongtao Jiang, Abstract 2151",1624370400,60,poster2151AmericasEurope
poster2151,Neuroimaging-based Prediction of Cognition and Behavior for Mental Disorders and Health,"Rongtao Jiang, Abstract 2151",1624658400,60,poster2151AmericasAsia
poster2151,Neuroimaging-based Prediction of Cognition and Behavior for Mental Disorders and Health,"Rongtao Jiang, Abstract 2151",1624514400,120,poster2151EuropeAsia
poster2550,Neuromod Movie10: Standardized processing of large-scale cardiorespiratory signals in MR environment,"François Lespinasse, Abstract 2550",1624456800,60,poster2550AmericasEurope
poster2550,Neuromod Movie10: Standardized processing of large-scale cardiorespiratory signals in MR environment,"François Lespinasse, Abstract 2550",1624572000,60,poster2550AmericasAsia
poster2550,Neuromod Movie10: Standardized processing of large-scale cardiorespiratory signals in MR environment,"François Lespinasse, Abstract 2550",1624341600,120,poster2550EuropeAsia
poster2452,NiBabies: A robust preprocessing workflow tailored for neonate and infant MRI,"Mathias Goncalves, Abstract 2452",1624456800,60,poster2452AmericasEurope
poster2452,NiBabies: A robust preprocessing workflow tailored for neonate and infant MRI,"Mathias Goncalves, Abstract 2452",1624572000,60,poster2452AmericasAsia
poster2452,NiBabies: A robust preprocessing workflow tailored for neonate and infant MRI,"Mathias Goncalves, Abstract 2452",1624341600,120,poster2452EuropeAsia
poster2145,Olfactory tract diffusion measures of early Parkinsonâ€™s disease patients using 7T MRI,"Margot Heijmans, Abstract 2145",1624284000,60,poster2145AmericasEurope
poster2145,Olfactory tract diffusion measures of early Parkinsonâ€™s disease patients using 7T MRI,"Margot Heijmans, Abstract 2145",1624399200,60,poster2145AmericasAsia
poster2145,Olfactory tract diffusion measures of early Parkinsonâ€™s disease patients using 7T MRI,"Margot Heijmans, Abstract 2145",1624514400,120,poster2145EuropeAsia
poster1523,Organisational and neuromodulatory underpinnings of structure-function decoupling in Parkinsonâ€™s,"Angeliki Zarkali, Abstract 1523",1624284000,60,poster1523AmericasEurope
poster1523,Organisational and neuromodulatory underpinnings of structure-function decoupling in Parkinsonâ€™s,"Angeliki Zarkali, Abstract 1523",1624399200,60,poster1523AmericasAsia
poster1523,Organisational and neuromodulatory underpinnings of structure-function decoupling in Parkinsonâ€™s,"Angeliki Zarkali, Abstract 1523",1624514400,120,poster1523EuropeAsia
poster2228,Overnight dynamics of brain Glutamate and GABA levels in children with ADHD,"Carina Volk, Abstract 2228",1624370400,60,poster2228AmericasEurope
poster2228,Overnight dynamics of brain Glutamate and GABA levels in children with ADHD,"Carina Volk, Abstract 2228",1624312800,60,poster2228AmericasAsia
poster2228,Overnight dynamics of brain Glutamate and GABA levels in children with ADHD,"Carina Volk, Abstract 2228",1624514400,120,poster2228EuropeAsia
poster1562,Perturbation of Functional Connectivity Allows Prediction of rTMS Therapeutic Effect in TRD,"Ruiyang Ge, Abstract 1562",1624456800,60,poster1562AmericasEurope
poster1562,Perturbation of Functional Connectivity Allows Prediction of rTMS Therapeutic Effect in TRD,"Ruiyang Ge, Abstract 1562",1624658400,60,poster1562AmericasAsia
poster1562,Perturbation of Functional Connectivity Allows Prediction of rTMS Therapeutic Effect in TRD,"Ruiyang Ge, Abstract 1562",1624341600,120,poster1562EuropeAsia
poster2482,Physiopy/phys2bids v2.3.3: BIDS formatting of physiological recordings,"François Lespinasse, Abstract 2482",1624456800,60,poster2482AmericasEurope
poster2482,Physiopy/phys2bids v2.3.3: BIDS formatting of physiological recordings,"François Lespinasse, Abstract 2482",1624572000,60,poster2482AmericasAsia
poster2482,Physiopy/phys2bids v2.3.3: BIDS formatting of physiological recordings,"François Lespinasse, Abstract 2482",1624341600,120,poster2482EuropeAsia
poster1925,Pipeline for processing EEG data acquired during block- design simultaneous EEG-fMRI-ASL study,"Balu Krishnan, Abstract 1925",1624543200,60,poster1925AmericasEurope
poster1925,Pipeline for processing EEG data acquired during block- design simultaneous EEG-fMRI-ASL study,"Balu Krishnan, Abstract 1925",1624658400,60,poster1925AmericasAsia
poster1925,Pipeline for processing EEG data acquired during block- design simultaneous EEG-fMRI-ASL study,"Balu Krishnan, Abstract 1925",1624341600,120,poster1925EuropeAsia
poster1705,Polyneuro Risk Scores of Executive Function Show Widely Distributed Effects Across the Whole Brain,"Nora Byington, Abstract 1705",1624370400,60,poster1705AmericasEurope
poster1705,Polyneuro Risk Scores of Executive Function Show Widely Distributed Effects Across the Whole Brain,"Nora Byington, Abstract 1705",1624658400,60,poster1705AmericasAsia
poster1705,Polyneuro Risk Scores of Executive Function Show Widely Distributed Effects Across the Whole Brain,"Nora Byington, Abstract 1705",1624514400,120,poster1705EuropeAsia
poster2172,Posterior cortical cognitive deficits are associated with tract alterations in Parkinsonâ€™s disease,"Quentin DEVIGNES, Abstract 2172",1624284000,60,poster2172AmericasEurope
poster2172,Posterior cortical cognitive deficits are associated with tract alterations in Parkinsonâ€™s disease,"Quentin DEVIGNES, Abstract 2172",1624399200,60,poster2172AmericasAsia
poster2172,Posterior cortical cognitive deficits are associated with tract alterations in Parkinsonâ€™s disease,"Quentin DEVIGNES, Abstract 2172",1624514400,120,poster2172EuropeAsia
poster1963,Precise cartography of individual brains with a common functional basis,"Ma Feilong, Abstract 1963",1624370400,60,poster1963AmericasEurope
poster1963,Precise cartography of individual brains with a common functional basis,"Ma Feilong, Abstract 1963",1624485600,60,poster1963AmericasAsia
poster1963,Precise cartography of individual brains with a common functional basis,"Ma Feilong, Abstract 1963",1624514400,120,poster1963EuropeAsia
poster2216,Predicting Gaze Position with Deep Learning of Electroencephalography Data,"Martyna Plomecka, Abstract 2216",1624629600,60,poster2216AmericasEurope
poster2216,Predicting Gaze Position with Deep Learning of Electroencephalography Data,"Martyna Plomecka, Abstract 2216",1624399200,60,poster2216AmericasAsia
poster2216,Predicting Gaze Position with Deep Learning of Electroencephalography Data,"Martyna Plomecka, Abstract 2216",1624514400,120,poster2216EuropeAsia
poster2341,Preserved dynamic architecture contributes to the brainâ€™s ability to recover consciousness,"Charlotte Maschke, Abstract 2341",1624370400,60,poster2341AmericasEurope
poster2341,Preserved dynamic architecture contributes to the brainâ€™s ability to recover consciousness,"Charlotte Maschke, Abstract 2341",1624312800,60,poster2341AmericasAsia
poster2341,Preserved dynamic architecture contributes to the brainâ€™s ability to recover consciousness,"Charlotte Maschke, Abstract 2341",1624514400,120,poster2341EuropeAsia
poster1559,Probing the Hemispheric Asymmetry of Representations in Bilateral 'Inferior Temporal Numeral Areas',"Darren Yeo, Abstract 1559",1624629600,60,poster1559AmericasEurope
poster1559,Probing the Hemispheric Asymmetry of Representations in Bilateral 'Inferior Temporal Numeral Areas',"Darren Yeo, Abstract 1559",1624485600,60,poster1559AmericasAsia
poster1559,Probing the Hemispheric Asymmetry of Representations in Bilateral 'Inferior Temporal Numeral Areas',"Darren Yeo, Abstract 1559",1624341600,120,poster1559EuropeAsia
poster2174,Psycho-socio-economic advantages protect depressed children from aberrant connectivity development,"Zhen Yang, Abstract 2174",1624456800,60,poster2174AmericasEurope
poster2174,Psycho-socio-economic advantages protect depressed children from aberrant connectivity development,"Zhen Yang, Abstract 2174",1624658400,60,poster2174AmericasAsia
poster2174,Psycho-socio-economic advantages protect depressed children from aberrant connectivity development,"Zhen Yang, Abstract 2174",1624341600,120,poster2174EuropeAsia
poster2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,"Nan Xu, Abstract 2408",1624543200,60,poster2408AmericasEurope
poster2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,"Nan Xu, Abstract 2408",1624658400,60,poster2408AmericasAsia
poster2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,"Nan Xu, Abstract 2408",1624341600,120,poster2408EuropeAsia
poster2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,"Paris Lalousis, Abstract 2442",1624456800,60,poster2442AmericasEurope
poster2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,"Paris Lalousis, Abstract 2442",1624658400,60,poster2442AmericasAsia
poster2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,"Paris Lalousis, Abstract 2442",1624341600,120,poster2442EuropeAsia
poster1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,"Jessica Flannery, Abstract 1682",1624284000,60,poster1682AmericasEurope
poster1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,"Jessica Flannery, Abstract 1682",1624399200,60,poster1682AmericasAsia
poster1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,"Jessica Flannery, Abstract 1682",1624514400,120,poster1682EuropeAsia
poster1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults","Abhishek Jaywant, Abstract 1958",1624543200,60,poster1958AmericasEurope
poster1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults","Abhishek Jaywant, Abstract 1958",1624485600,60,poster1958AmericasAsia
poster1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults","Abhishek Jaywant, Abstract 1958",1624341600,120,poster1958EuropeAsia
poster2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,"Nafis Ahmed, Abstract 2572",1624629600,60,poster2572AmericasEurope
poster2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,"Nafis Ahmed, Abstract 2572",1624572000,60,poster2572AmericasAsia
poster2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,"Nafis Ahmed, Abstract 2572",1624341600,120,poster2572EuropeAsia
poster1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,"Thomas DeRamus, Abstract 1990",1624543200,60,poster1990AmericasEurope
poster1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,"Thomas DeRamus, Abstract 1990",1624658400,60,poster1990AmericasAsia
poster1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,"Thomas DeRamus, Abstract 1990",1624341600,120,poster1990EuropeAsia
poster2402,Repertoire of dynamic states in neonatal functional brain networks,"Lucas Souza Franca, Abstract 2402",1624543200,60,poster2402AmericasEurope
poster2402,Repertoire of dynamic states in neonatal functional brain networks,"Lucas Souza Franca, Abstract 2402",1624485600,60,poster2402AmericasAsia
poster2402,Repertoire of dynamic states in neonatal functional brain networks,"Lucas Souza Franca, Abstract 2402",1624341600,120,poster2402EuropeAsia
poster2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,"Manu Krishnamurthy, Abstract 2182",1624543200,60,poster2182AmericasEurope
poster2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,"Manu Krishnamurthy, Abstract 2182",1624312800,60,poster2182AmericasAsia
poster2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,"Manu Krishnamurthy, Abstract 2182",1624341600,120,poster2182EuropeAsia
poster2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,"David O'Connor, Abstract 2294",1624629600,60,poster2294AmericasEurope
poster2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,"David O'Connor, Abstract 2294",1624312800,60,poster2294AmericasAsia
poster2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,"David O'Connor, Abstract 2294",1624514400,120,poster2294EuropeAsia
poster2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,"Iska Moxon-Emre, Abstract 2445",1624284000,60,poster2445AmericasEurope
poster2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,"Iska Moxon-Emre, Abstract 2445",1624658400,60,poster2445AmericasAsia
poster2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,"Iska Moxon-Emre, Abstract 2445",1624514400,120,poster2445EuropeAsia
poster1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,"Kimberly Hemmerling, Abstract 1223",1624629600,60,poster1223AmericasEurope
poster1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,"Kimberly Hemmerling, Abstract 1223",1624399200,60,poster1223AmericasAsia
poster1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,"Kimberly Hemmerling, Abstract 1223",1624514400,120,poster1223EuropeAsia
poster1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,"Samuel Bianchi, Abstract 1871",1624543200,60,poster1871AmericasEurope
poster1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,"Samuel Bianchi, Abstract 1871",1624658400,60,poster1871AmericasAsia
poster1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,"Samuel Bianchi, Abstract 1871",1624341600,120,poster1871EuropeAsia
poster1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,"Maximilian Hommelsen, Abstract 1479",1624629600,60,poster1479AmericasEurope
poster1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,"Maximilian Hommelsen, Abstract 1479",1624399200,60,poster1479AmericasAsia
poster1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,"Maximilian Hommelsen, Abstract 1479",1624514400,120,poster1479EuropeAsia
poster2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,"Yameng Gu, Abstract 2386",1624629600,60,poster2386AmericasEurope
poster2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,"Yameng Gu, Abstract 2386",1624399200,60,poster2386AmericasAsia
poster2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,"Yameng Gu, Abstract 2386",1624514400,120,poster2386EuropeAsia
poster1672,Schaefer-Yeo-AFNI-2021 Atlases:  Improved ROIs with AFNI+SUMA Processing,"Daniel Glen, Abstract 1672",1624456800,60,poster1672AmericasEurope
poster1672,Schaefer-Yeo-AFNI-2021 Atlases:  Improved ROIs with AFNI+SUMA Processing,"Daniel Glen, Abstract 1672",1624572000,60,poster1672AmericasAsia
poster1672,Schaefer-Yeo-AFNI-2021 Atlases:  Improved ROIs with AFNI+SUMA Processing,"Daniel Glen, Abstract 1672",1624341600,120,poster1672EuropeAsia
poster2422,Self- and other-regarding reinforcement learning in PTSD with and without comorbid depression,"Shengchuang Feng, Abstract 2422",1624456800,60,poster2422AmericasEurope
poster2422,Self- and other-regarding reinforcement learning in PTSD with and without comorbid depression,"Shengchuang Feng, Abstract 2422",1624658400,60,poster2422AmericasAsia
poster2422,Self- and other-regarding reinforcement learning in PTSD with and without comorbid depression,"Shengchuang Feng, Abstract 2422",1624341600,120,poster2422EuropeAsia
poster2038,"Sex Difference in Simulated tDCS Current Across Young, Middle-Aged and Older Adults.","SAGARIKA BHATTACHARJEE, Abstract 2038",1624284000,60,poster2038AmericasEurope
poster2038,"Sex Difference in Simulated tDCS Current Across Young, Middle-Aged and Older Adults.","SAGARIKA BHATTACHARJEE, Abstract 2038",1624658400,60,poster2038AmericasAsia
poster2038,"Sex Difference in Simulated tDCS Current Across Young, Middle-Aged and Older Adults.","SAGARIKA BHATTACHARJEE, Abstract 2038",1624514400,120,poster2038EuropeAsia
poster1133,Shared functional connectivity features predict individual cognitive abilities in males and females,"Elvisha Dhamala, Abstract 1133",1624370400,60,poster1133AmericasEurope
poster1133,Shared functional connectivity features predict individual cognitive abilities in males and females,"Elvisha Dhamala, Abstract 1133",1624485600,60,poster1133AmericasAsia
poster1133,Shared functional connectivity features predict individual cognitive abilities in males and females,"Elvisha Dhamala, Abstract 1133",1624514400,120,poster1133EuropeAsia
poster1505,Social brain dynamics: Co-activation and interaction of networks enabling empathy and Theory of Mind,"Lara Maliske, Abstract 1505",1624456800,60,poster1505AmericasEurope
poster1505,Social brain dynamics: Co-activation and interaction of networks enabling empathy and Theory of Mind,"Lara Maliske, Abstract 1505",1624572000,60,poster1505AmericasAsia
poster1505,Social brain dynamics: Co-activation and interaction of networks enabling empathy and Theory of Mind,"Lara Maliske, Abstract 1505",1624341600,120,poster1505EuropeAsia
poster2623,Spatial localization of lower limb movement on whole brain using 3D-pose estimation: an fMRI study,"Minji Park, Abstract 2623",1624629600,60,poster2623AmericasEurope
poster2623,Spatial localization of lower limb movement on whole brain using 3D-pose estimation: an fMRI study,"Minji Park, Abstract 2623",1624399200,60,poster2623AmericasAsia
poster2623,Spatial localization of lower limb movement on whole brain using 3D-pose estimation: an fMRI study,"Minji Park, Abstract 2623",1624514400,120,poster2623EuropeAsia
poster1755,Spatial patterns of temporal characteristics of BOLD signals encode pain discriminating information,"Yingchao Song, Abstract 1755",1624629600,60,poster1755AmericasEurope
poster1755,Spatial patterns of temporal characteristics of BOLD signals encode pain discriminating information,"Yingchao Song, Abstract 1755",1624485600,60,poster1755AmericasAsia
poster1755,Spatial patterns of temporal characteristics of BOLD signals encode pain discriminating information,"Yingchao Song, Abstract 1755",1624341600,120,poster1755EuropeAsia
poster2551,Spatiotemporal functional dynamics along the cortical hierarchy in autism,"Kyoungseob Byeon, Abstract 2551",1624284000,60,poster2551AmericasEurope
poster2551,Spatiotemporal functional dynamics along the cortical hierarchy in autism,"Kyoungseob Byeon, Abstract 2551",1624399200,60,poster2551AmericasAsia
poster2551,Spatiotemporal functional dynamics along the cortical hierarchy in autism,"Kyoungseob Byeon, Abstract 2551",1624514400,120,poster2551EuropeAsia
poster1407,Spatiotemporal Trajectories in Resting-state FMRI Revealed by Convolutional Variational Autoencoder,"Xiaodi Zhang, Abstract 1407",1624629600,60,poster1407AmericasEurope
poster1407,Spatiotemporal Trajectories in Resting-state FMRI Revealed by Convolutional Variational Autoencoder,"Xiaodi Zhang, Abstract 1407",1624399200,60,poster1407AmericasAsia
poster1407,Spatiotemporal Trajectories in Resting-state FMRI Revealed by Convolutional Variational Autoencoder,"Xiaodi Zhang, Abstract 1407",1624514400,120,poster1407EuropeAsia
poster1579,"Stroop interference as a function of task, design and cognitive demand: a neuroimaging meta-analysis","Veronika Müller, Abstract 1579",1624370400,60,poster1579AmericasEurope
poster1579,"Stroop interference as a function of task, design and cognitive demand: a neuroimaging meta-analysis","Veronika Müller, Abstract 1579",1624658400,60,poster1579AmericasAsia
poster1579,"Stroop interference as a function of task, design and cognitive demand: a neuroimaging meta-analysis","Veronika Müller, Abstract 1579",1624514400,120,poster1579EuropeAsia
poster2158,Structural and Functional Asymmetries in the Neonatal Cerebral Cortex,"Logan Williams, Abstract 2158",1624543200,60,poster2158AmericasEurope
poster2158,Structural and Functional Asymmetries in the Neonatal Cerebral Cortex,"Logan Williams, Abstract 2158",1624485600,60,poster2158AmericasAsia
poster2158,Structural and Functional Asymmetries in the Neonatal Cerebral Cortex,"Logan Williams, Abstract 2158",1624341600,120,poster2158EuropeAsia
poster2181,Subcortical structure areal expansion in the human compared to the chimpanzee and heritability,"Nadia Blostein, Abstract 2181",1624456800,60,poster2181AmericasEurope
poster2181,Subcortical structure areal expansion in the human compared to the chimpanzee and heritability,"Nadia Blostein, Abstract 2181",1624572000,60,poster2181AmericasAsia
poster2181,Subcortical structure areal expansion in the human compared to the chimpanzee and heritability,"Nadia Blostein, Abstract 2181",1624341600,120,poster2181EuropeAsia
poster2484,Test-retest reliability of cloud-based neuroimaging processing via brainlife.io.,"Brad Caron, Abstract 2484",1624456800,60,poster2484AmericasEurope
poster2484,Test-retest reliability of cloud-based neuroimaging processing via brainlife.io.,"Brad Caron, Abstract 2484",1624572000,60,poster2484AmericasAsia
poster2484,Test-retest reliability of cloud-based neuroimaging processing via brainlife.io.,"Brad Caron, Abstract 2484",1624341600,120,poster2484EuropeAsia
poster2432,The Configurable Pipeline for the Analysis of Connectomes (C-PAC) 2020-21: Transitioning Out of Beta,"Steve Giavasis, Abstract 2432",1624284000,60,poster2432AmericasEurope
poster2432,The Configurable Pipeline for the Analysis of Connectomes (C-PAC) 2020-21: Transitioning Out of Beta,"Steve Giavasis, Abstract 2432",1624399200,60,poster2432AmericasAsia
poster2432,The Configurable Pipeline for the Analysis of Connectomes (C-PAC) 2020-21: Transitioning Out of Beta,"Steve Giavasis, Abstract 2432",1624514400,120,poster2432EuropeAsia
poster2224,The Courtois project on neuronal modelling - 2021 data release,"Julie Boyle, Abstract 2224",1624456800,60,poster2224AmericasEurope
poster2224,The Courtois project on neuronal modelling - 2021 data release,"Julie Boyle, Abstract 2224",1624572000,60,poster2224AmericasAsia
poster2224,The Courtois project on neuronal modelling - 2021 data release,"Julie Boyle, Abstract 2224",1624341600,120,poster2224EuropeAsia
poster2199,The Differential Roles of Positive and Negative Valence Systems in PTSD Development,"Ziv Ben-Zion, Abstract 2199",1624456800,60,poster2199AmericasEurope
poster2199,The Differential Roles of Positive and Negative Valence Systems in PTSD Development,"Ziv Ben-Zion, Abstract 2199",1624572000,60,poster2199AmericasAsia
poster2199,The Differential Roles of Positive and Negative Valence Systems in PTSD Development,"Ziv Ben-Zion, Abstract 2199",1624341600,120,poster2199EuropeAsia
poster1945,The effect of 6 months in space on brain macro- and microstructure,"Steven Jillings, Abstract 1945",1624284000,60,poster1945AmericasEurope
poster1945,The effect of 6 months in space on brain macro- and microstructure,"Steven Jillings, Abstract 1945",1624399200,60,poster1945AmericasAsia
poster1945,The effect of 6 months in space on brain macro- and microstructure,"Steven Jillings, Abstract 1945",1624514400,120,poster1945EuropeAsia
poster1108,The neural basis of conceptual processing â€“ A meta-analysis of 214 functional neuroimaging studies,"Philipp Kuhnke, Abstract 1108",1624284000,60,poster1108AmericasEurope
poster1108,The neural basis of conceptual processing â€“ A meta-analysis of 214 functional neuroimaging studies,"Philipp Kuhnke, Abstract 1108",1624399200,60,poster1108AmericasAsia
poster1108,The neural basis of conceptual processing â€“ A meta-analysis of 214 functional neuroimaging studies,"Philipp Kuhnke, Abstract 1108",1624514400,120,poster1108EuropeAsia
poster2464,The neural dynamics of affective valence processing in a full-length feature film,"Clare Grall, Abstract 2464",1624456800,60,poster2464AmericasEurope
poster2464,The neural dynamics of affective valence processing in a full-length feature film,"Clare Grall, Abstract 2464",1624572000,60,poster2464AmericasAsia
poster2464,The neural dynamics of affective valence processing in a full-length feature film,"Clare Grall, Abstract 2464",1624341600,120,poster2464EuropeAsia
poster1548,"Three cortical networks for perceptual, semantic, and social processing of faces","Asa Borzabadi Farahani, Abstract 1548",1624629600,60,poster1548AmericasEurope
poster1548,"Three cortical networks for perceptual, semantic, and social processing of faces","Asa Borzabadi Farahani, Abstract 1548",1624485600,60,poster1548AmericasAsia
poster1548,"Three cortical networks for perceptual, semantic, and social processing of faces","Asa Borzabadi Farahani, Abstract 1548",1624341600,120,poster1548EuropeAsia
poster1094,Tissue properties along the corticospinal tract of the wheelchair racing athlete: a case study,"Hiromasa Takemura, Abstract 1094",1624456800,60,poster1094AmericasEurope
poster1094,Tissue properties along the corticospinal tract of the wheelchair racing athlete: a case study,"Hiromasa Takemura, Abstract 1094",1624572000,60,poster1094AmericasAsia
poster1094,Tissue properties along the corticospinal tract of the wheelchair racing athlete: a case study,"Hiromasa Takemura, Abstract 1094",1624341600,120,poster1094EuropeAsia
poster2097,Transcranial direct current stimulation reverses stroke-induced network alterations in mice,"Stefan Blaschke, Abstract 2097",1624284000,60,poster2097AmericasEurope
poster2097,Transcranial direct current stimulation reverses stroke-induced network alterations in mice,"Stefan Blaschke, Abstract 2097",1624658400,60,poster2097AmericasAsia
poster2097,Transcranial direct current stimulation reverses stroke-induced network alterations in mice,"Stefan Blaschke, Abstract 2097",1624514400,120,poster2097EuropeAsia
poster2167,Transcriptomically-constrained generative models of the human connectome,"Stuart Oldham, Abstract 2167",1624629600,60,poster2167AmericasEurope
poster2167,Transcriptomically-constrained generative models of the human connectome,"Stuart Oldham, Abstract 2167",1624312800,60,poster2167AmericasAsia
poster2167,Transcriptomically-constrained generative models of the human connectome,"Stuart Oldham, Abstract 2167",1624514400,120,poster2167EuropeAsia
poster2245,Transient Connectivity Configurations of Triple-network Model in Obsessive-compulsive Disorder,"Hailong Li, Abstract 2245",1624284000,60,poster2245AmericasEurope
poster2245,Transient Connectivity Configurations of Triple-network Model in Obsessive-compulsive Disorder,"Hailong Li, Abstract 2245",1624399200,60,poster2245AmericasAsia
poster2245,Transient Connectivity Configurations of Triple-network Model in Obsessive-compulsive Disorder,"Hailong Li, Abstract 2245",1624514400,120,poster2245EuropeAsia
poster1517,Variability of simple motor skills in healthy older people,"Sophia Rickert, Abstract 1517",1624629600,60,poster1517AmericasEurope
poster1517,Variability of simple motor skills in healthy older people,"Sophia Rickert, Abstract 1517",1624485600,60,poster1517AmericasAsia
poster1517,Variability of simple motor skills in healthy older people,"Sophia Rickert, Abstract 1517",1624341600,120,poster1517EuropeAsia
poster1613,Ventral Striatum and Orbitofrontal Cortex Mediate Emotion-cognition Integration during Inhibition,"Zhuang Qian, Abstract 1613",1624370400,60,poster1613AmericasEurope
poster1613,Ventral Striatum and Orbitofrontal Cortex Mediate Emotion-cognition Integration during Inhibition,"Zhuang Qian, Abstract 1613",1624658400,60,poster1613AmericasAsia
poster1613,Ventral Striatum and Orbitofrontal Cortex Mediate Emotion-cognition Integration during Inhibition,"Zhuang Qian, Abstract 1613",1624514400,120,poster1613EuropeAsia
poster2153,Vision and hearing share a common representation in STS despite the lack of multisensory experience,"Francesca Setti, Abstract 2153",1624629600,60,poster2153AmericasEurope
poster2153,Vision and hearing share a common representation in STS despite the lack of multisensory experience,"Francesca Setti, Abstract 2153",1624485600,60,poster2153AmericasAsia
poster2153,Vision and hearing share a common representation in STS despite the lack of multisensory experience,"Francesca Setti, Abstract 2153",1624341600,120,poster2153EuropeAsia
